Store Name	Street Address	Address	Borough	"Zip 
Code"	Year Awarded	"Program 
Wave"	Latitude	Longitude	NTA
K&O Deli Grocery	2288	2nd Avenue	New York	10035	2016	4	40.797964	-73.937061	East Harlem North
Finest Food Corp	315	Pleasant Avenue	New York	10035	2016	4	40.795527	-73.932824	East Harlem North
2001 GOURMET DELI	2001	CLINTON AVE	Bronx	10457	2017	5	40.846375	-73.888858	East Tremont
347 CHABELY DELI GROCERY	347	E 173RD ST	Bronx	10457	2017	5	40.843433	-73.905145	Mount Hope
ALFONSOS DELI & GROCERY	2236	GRAND CONCOURSE	Bronx	10457	2017	5	40.856256	-73.90064	Fordham South
AMIGOS GROCERY	551	EAST 172ND ST	Bronx	10457	2017	5	40.839504	-73.899545	Claremont-Bathgate
FELINO GROCERY	1836	ANTHONY AVE	Bronx	10457	2017	5	40.847412	-73.903704	Mount Hope
FELOMAR GROCERY STORE	154	E 175TH ST	Bronx	10457	2017	5	40.846798	-73.908111	Mount Hope
HABIBI DELI	2070	CLINTON AVE	Bronx	10457	2017	5	40.847236	-73.888101	East Tremont
LOS PALMARITOS DELI GROCERY	2080	VALENTINE AVE	Bronx	10457	2017	5	40.852753	-73.899897	Mount Hope
PAULINO GROCERY	4378	3RD AVE	Bronx	10457	2017	5	40.850821	-73.893958	East Tremont
SAER & JAMAL MARKET 2	563	E TREMONT AVE	Bronx	10457	2017	5	40.846509	-73.894814	East Tremont
CONCOURSE FOOD PLAZA	2096	GRAND CONCOURSE	Bronx	10457	2017	5	40.854042	-73.902295	Mount Hope
305 GROCERY DELI	305	EAST 181ST ST	Bronx	10457	2017	5	40.854045	-73.899172	Mount Hope
551 REY FOOD	551	E 178TH ST	Bronx	10457	2017	5	40.847528	-73.894599	East Tremont
ALANTE ALANTE DELI GROCERY	207	MT HOPE PL	Bronx	10457	2017	5	40.84833	-73.905669	Mount Hope
BANESA DELI GROCERY 2	2007	ANTHONY AVE	Bronx	10457	2017	5	40.851468	-73.902885	Mount Hope
BODEGA BUILT	601	EAST 180TH STREET	Bronx	10457	2017	5	40.849394	-73.891375	East Tremont
CHICKEN DELI GROCERY	555	EAST 180TH ST	Bronx	10457	2017	5	40.850351	-73.893326	East Tremont
JJN CORP	1512	WASHINGTON AVE	Bronx	10457	2017	5	40.837956	-73.90315	Claremont-Bathgate
LOS PRIMOS DELI GROCERY	1798	CROTONA AVE	Bronx	10457	2017	5	40.842792	-73.893526	East Tremont
ZAEL DELI & GROCERY	2160	TIEBOUT AVE	Bronx	10457	2017	5	40.854091	-73.898554	Fordham South
FINE FARE SUPERMARKET	708	East TREMONT AVE	Bronx	10457	2017	5	40.845227	-73.890771	East Tremont
C & T DELI GROCERY STORE	2275	WASHINGTON AVE	Bronx	10457	2017	5	40.855028	-73.893336	Claremont-Bathgate
C-TOWN	309	East BURNSIDE AVE	Bronx	10457	2017	5	40.850588	-73.901133	Mount Hope
LOS PRIMOS GROCERY	1965	WEBSTER AVE	Bronx	10457	2017	5	40.849462	-73.899949	Mount Hope
269 MINI MARKET & DELI	269	East BURNSIDE AVE	Bronx	10457	2017	5	40.851333	-73.902133	Mount Hope
JR 2121 DELI GROCERY	2121	BELMONT AVE	Bronx	10457	2017	5	40.849172	-73.889446	East Tremont
BBB DELI GROCERY	214B	E 180TH ST	Bronx	10457	2017	5	40.853232	-73.901971	Mount Hope
DIAZ DELI GROCERY	306	E 178TH ST	Bronx	10457	2017	5	40.849999	-73.902497	Mount Hope
LA ANTILLANA MEAT WAREHOUSE	245	East TREMONT AVE	Bronx	10457	2017	5	40.848922	-73.904407	Mount Hope
JADE FOOD CENTER	3822	3RD AVE	Bronx	10457	2017	5	40.837875	-73.901412	Claremont-Bathgate
OJ DELI GROCERY	230	E 174TH ST	Bronx	10457	2017	5	40.84472	-73.907427	Mount Hope
LA BODEGUITA DE ROSAURA	160	E 174TH ST	Bronx	10457	2017	5	40.844817	-73.909238	Mount Hope
EXPRESS MARKET	469	E TREMONT AVE	Bronx	10457	2017	5	40.847075	-73.898247	Claremont-Bathgate
3 Sisters Deli Grocery	269	Dumont Ave	Brooklyn	11212	2017	5	40.664065	-73.909566	Brownsville
702 Livonia Ave Deli	702	Rockaway Ave	Brooklyn	11212	2017	5	40.662769	-73.908984	Brownsville
Chester Food Market	241	Blake Ave	Brooklyn	11212	2017	5	40.665518	-73.910487	Brownsville
MJT Grocery Store	666	Rockaway Ave	Brooklyn	11212	2017	5	40.663255	-73.909106	Brownsville
Blessings Food Corp.	578	Rockaway Ave	Brooklyn	11212	2017	5	40.665951	-73.909795	Brownsville
Rockaway Deli Food Corp.	674	Rockaway Ave	Brooklyn	11212	2017	5	40.663148	-73.909077	Brownsville
El Especial Deli & Gril	774	Rockaway Ave	Brooklyn	11212	2017	5	40.66071	-73.908457	Brownsville
Friendly Food & Grocery	784	Saratoga Ave	Brooklyn	11212	2017	5	40.661305	-73.91542	Brownsville
Sanaa Express Grocery	245	Riverdale Ave	Brooklyn	11212	2017	5	40.661129	-73.907812	Brownsville
Cherry Valley	381	Mother Gaston Blvd	Brooklyn	11212	2017	5	40.669745	-73.906859	Brownsville
Jamao Grocery	174	Blake Ave	Brooklyn	11212	2017	5	40.665097	-73.913206	Brownsville
Los Primos Grocery	57	Sutter Ave	Brooklyn	11212	2017	5	40.665613	-73.920587	Brownsville
39 Lott Grocery	39	Lott	Brooklyn	11212	2017	5			
51 Deli & Grocery NYC	51	Hegeman Ave	Brooklyn	11212	2017	5	40.655828	-73.910331	Brownsville
77 Hegeman Mini Market	77	Hegeman Ave	Brooklyn	11212	2017	5	40.655981	-73.909322	Brownsville
Glen Deli & Grocery	55	Hegeman Ave	Brooklyn	11212	2017	5	40.655883	-73.909981	Brownsville
Associated supermarket	103	Hegeman Ave	Brooklyn	11212	2017	5	40.656153	-73.908172	Brownsville
Hidayat Deli Grocery	1111	Rutland Rd	Brooklyn	11212	2017	5	40.664805	-73.923119	Brownsville
T&L Deli & Grocery	1067	Rutland Rd	Brooklyn	11212	2017	5	40.663944	-73.924439	Brownsville
Bravo Supermarket	80	East 93Rd St	Brooklyn	11212	2017	5	40.662455	-73.926964	Rugby-Remsen Village
Associated Supermarket	190	East 98th St	Brooklyn	11212	2017	5	40.66264	-73.92032	Brownsville
Boston MiniMarket	9424	Kings Highway	Brooklyn	11212	2017	5	40.658474	-73.920581	Rugby-Remsen Village
Clarkson Food	1125	Clarkson Ave	Brooklyn	11212	2017	5	40.660467	-73.92113	Rugby-Remsen Village
New Way Supermarket	1167	Lenox Rd	Brooklyn	11212	2017	5	40.659951	-73.917592	Rugby-Remsen Village
Star Two Deli	994	Winthrop St	Brooklyn	11212	2017	5	40.659738	-73.926577	Rugby-Remsen Village
Ameer Food Market	9527	Church Ave	Brooklyn	11212	2017	5	40.655331	-73.916044	Rugby-Remsen Village
El Flaco Food	1093	Linden Blvd	Brooklyn	11212	2017	5	40.654327	-73.917775	Rugby-Remsen Village
La Linda Deli Grocery	1157	Willmohr St	Brooklyn	11212	2017	5	40.658163	-73.915979	Rugby-Remsen Village
9323 Linden Deli Food	9323	Church Ave	Brooklyn	11212	2017	5	40.654538	-73.917263	Rugby-Remsen Village
420 Royal Deli	420B	Mother Gaston Blvd	Brooklyn	11212	2017	5	40.668668	-73.906604	Brownsville
Leonardo Deli Grocery	441	Mother Gaston Blvd	Brooklyn	11212	2017	5	40.668248	-73.906479	Brownsville
C-Town	29	Belmont Ave	Brooklyn	11212	2017	5	40.668607	-73.909221	Brownsville
Moreno Mini Market	113	Belmont Ave	Brooklyn	11212	2017	5	40.669077	-73.906038	Brownsville
Bridge Deli & Grocery	1861	Pitkin Ave	Brooklyn	11212	2017	5	40.670686	-73.904064	Brownsville
Eye Deli & Grocery	1540	East New York Ave	Brooklyn	11212	2017	5	40.672108	-73.911243	Brownsville
Family Express Deli & Grocery	112	Watkins St	Brooklyn	11212	2017	5	40.670289	-73.90803	Brownsville
Golden Deli	1569	E New York Ave	Brooklyn	11212	2017	5	40.672599	-73.910121	Ocean Hill
New Friends Gourmet Deli	1788	Pitkin Ave	Brooklyn	11212	2017	5	40.670222	-73.907074	Brownsville
Yoha Mini Market	78	Thatford Ave	Brooklyn	11212	2017	5	40.670019	-73.909865	Brownsville
Pitikin Ave Deli & Grocery	1801	Pitkin Ave	Brooklyn	11212	2017	5	40.670326	-73.906487	Brownsville
Ideal Food Basket	1488	Pitkin Ave	Brooklyn	11212	2017	5	40.668494	-73.91872	Brownsville
Caba Deli Grocery	1419	E New York Ave	Brooklyn	11212	2017	5	40.67024	-73.915567	Ocean Hill
El Cibao	38	Herzl St	Brooklyn	11212	2017	5	40.669062	-73.915457	Brownsville
Shop Fair Supermarket	256	Livonia Ave	Brooklyn	11212	2017	5	40.662618	-73.908433	Brownsville
Food Bazaar	417	Junius St	Brooklyn	11212	2017	5	40.664415	-73.901629	Brownsville
Pioneer Supermarket	455	Sutter Ave	Brooklyn	11212	2017	5	40.668324	-73.90233	Brownsville
Airon Food Market	44	New Lots Ave	Brooklyn	11212	2017	5	40.657215	-73.903452	Brownsville
Giselle Mini Market	1697	E New York Ave	Brooklyn	11212	2017	5	40.674615	-73.905514	Ocean Hill
Powell Supermarket	323	Powell St	Brooklyn	11212	2017	5	40.666434	-73.90314	Brownsville
Green Village Meat Farm	229	Tapscott St	Brooklyn	11212	2017	5	40.662211	-73.919589	Brownsville
Anabelle Deli Grocery	2121	2nd Ave	New York	10029	2017	5	40.792729	-73.940913	East Harlem North
Cherry Gourmet Deli	1575	Lexington Ave	New York	10029	2017	5	40.78874	-73.948825	East Harlem South
Cherry Valley Supermarket	1968	2nd Ave	New York	10029	2017	5	40.787585	-73.944655	East Harlem South
Dave’s Gourmet	1944	1st Ave	New York	10029	2017	5	40.786124	-73.942594	East Harlem South
Family 1st Deli	2105	1st Ave	New York	10029	2017	5	40.791007	-73.939069	East Harlem South
Gold Deli	126	E 103rd St.	New York	10029	2017	5	40.790581	-73.948343	East Harlem South
L&O Deli Grocery	1618	Madison Ave	New York	10029	2017	5	40.795008	-73.948495	East Harlem South
La Constenita Grocery	2175	2nd Ave	New York	10029	2017	5	40.794249	-73.939799	East Harlem North
Luna Food Market	2121	1st Ave	New York	10029	2017	5	40.791658	-73.938591	East Harlem North
Lucky Corner Deli & Pro	2137	2nd Ave	New York	10029	2017	5	40.793056	-73.94067	East Harlem North
Mr. Moe’s Deli	2001	3rd Ave	New York	10029	2017	5	40.793985	-73.942905	East Harlem North
.NYC Fresh Market	1660	Madison Ave	New York	10029	2017	5	40.796457	-73.947439	East Harlem South
Puchito Grocery	2122	2nd Ave	New York	10029	2017	5	40.792642	-73.940956	East Harlem North
Raspberry Deli	2127	2nd Ave	New York	10029	2017	5	40.792853	-73.940822	East Harlem North
East Harlem Grocery	85 E	110th St.	New York	10029	2017	5	40.795771	-73.946725	East Harlem South
Sun & Moon Deli	142	E 112th St.	New York	10029	2017	5	40.796145	-73.943676	East Harlem South
Garden Gourmet	2019	1st Ave	New York	10029	2017	5	40.788417	-73.94096	East Harlem South
2037 Meat & Grocery	2037	2nd Ave	New York	10029	2017	5	40.789717	-73.943111	East Harlem South
Oxford 2 Deli Grocery	2024	2nd Ave	New York	10029	2017	5	40.789379	-73.943332	East Harlem South
Fine Fare Supermarket	1891	3rd Ave	New York	10029	2017	5	40.790544	-73.945411	East Harlem South
Asunan Inc.	1665	Lexington Ave	New York	10029	2017	5	40.79131	-73.946949	East Harlem South
1705 Deli Grocery	1705	Lexington Ave	New York	10029	2017	5	40.792765	-73.945886	East Harlem South
Lex & 103rd Inc.	1629	Lexington Ave	New York	10029	2017	5	40.790216	-73.947744	East Harlem South
Ranch Market	1635	Lexington Ave	New York	10029	2017	5	40.790501	-73.947538	East Harlem South
Uptown Supermarket	1588	Madison Ave	New York	10029	2017	5	40.793982	-73.949243	East Harlem South
El Tepeyac	1621	Lexington Ave	New York	10029	2017	5	40.789922	-73.947961	East Harlem South
Super Fi Emporium	1635	Lexington Ave	New York	10029	2017	5	40.790501	-73.947538	East Harlem South
Manhattan Haat Baazar	165	East 106th St.	New York	10029	2017	5	40.791966	-73.945594	East Harlem South
Cappellan Deli Grocery	1626	Park Ave	New York	10029	2017	5	40.798843	-73.943587	East Harlem North
Third Avenue Gourmet	2105	Third Ave	New York	10029	2017	5	40.797447	-73.94037	East Harlem North
Cherry Valley Supermarket	309	East 115th St.	New York	10029	2017	5	40.796167	-73.937941	East Harlem North
El Barrio Superette	1858	Lexington Ave	New York	10029	2017	5	40.798118	-73.942006	East Harlem North
New King Deli Grocery Corp.	23	East 115th St.	New York	10029	2017	5	40.799415	-73.945645	East Harlem North
Little Mexico Meat Grocery	2119	Third Ave	New York	10029	2017	5	40.797752	-73.94015	East Harlem North
Paniagua Deli Grocery	203	East 115th St.	New York	10029	2017	5	40.797233	-73.940432	East Harlem North
JJ Food Market	153	East 99th St.	New York	10029	2017	5	40.787686	-73.94923	East Harlem South
